state,city_or_county,IncYear,n_killed,n_injured,n_totVictim,Code,povRate_19,povRate_minor_19,poveRate_15_19,povRate_minor_15_19,median_income_15_19,median_income_19,deepPov,deepPov_minor,noHighSch_15_19,highSch_15_19,bachelor_15_19,UnempRate2020,UnempRate2019,UnempRate2018,UnempRate2017,PopChangeRate1019,Population 2020,LFPVetsRate
Maryland,Baltimore,2020,2,46,48,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",81.30802128
Maryland,Baltimore,2020,2,46,48,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",66.93290735
Maryland,Baltimore,2020,2,46,48,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",81.30802128
Maryland,Baltimore,2020,2,46,48,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",66.93290735
Maryland,Baltimore,2020,2,46,48,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",81.30802128
Maryland,Baltimore,2020,2,46,48,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",66.93290735
Maryland,Baltimore,2020,2,46,48,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",81.30802128
Maryland,Baltimore,2020,2,46,48,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",66.93290735
Maryland,Baltimore,2021,5,55,60,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",81.30802128
Maryland,Baltimore,2021,5,55,60,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",66.93290735
Maryland,Baltimore,2021,5,55,60,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",81.30802128
Maryland,Baltimore,2021,5,55,60,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",66.93290735
Maryland,Baltimore,2021,5,55,60,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",81.30802128
Maryland,Baltimore,2021,5,55,60,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",66.93290735
Maryland,Baltimore,2021,5,55,60,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",81.30802128
Maryland,Baltimore,2021,5,55,60,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",66.93290735
Maryland,Baltimore,2021,5,55,60,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",81.30802128
Maryland,Baltimore,2021,5,55,60,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",66.93290735
Maryland,Baltimore,2021,5,55,60,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",81.30802128
Maryland,Baltimore,2021,5,55,60,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",66.93290735
Maryland,Baltimore,2021,5,55,60,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",81.30802128
Maryland,Baltimore,2021,5,55,60,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",66.93290735
Maryland,Baltimore,2021,5,55,60,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",81.30802128
Maryland,Baltimore,2021,5,55,60,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",66.93290735
Maryland,Baltimore,2022,8,8,16,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",81.30802128
Maryland,Baltimore,2022,8,8,16,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",66.93290735
Maryland,Baltimore,2022,8,8,16,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",81.30802128
Maryland,Baltimore,2022,8,8,16,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",66.93290735
Maryland,Baltimore,2022,8,8,16,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",81.30802128
Maryland,Baltimore,2022,8,8,16,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",66.93290735
Maryland,Baltimore,2022,8,8,16,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",81.30802128
Maryland,Baltimore,2022,8,8,16,MD,8.9,11,9.046871962,11.37752837,76866,76972,4.399795439,5.196749115,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",66.93290735
Maryland,Baltimore,2022,8,8,16,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",81.30802128
Maryland,Baltimore,2022,8,8,16,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,2.568,"854,535",66.93290735
Maryland,Baltimore,2022,8,8,16,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",81.30802128
Maryland,Baltimore,2022,8,8,16,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,6.8,3.6,3.9,4.3,-4.417,"854,535",66.93290735
Maryland,Baltimore,2022,8,8,16,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",81.30802128
Maryland,Baltimore,2022,8,8,16,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,2.568,"854,535",66.93290735
Maryland,Baltimore,2022,8,8,16,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",81.30802128
Maryland,Baltimore,2022,8,8,16,MD,20.4,30.6,21.20510343,31.03015685,50379,49780,10.7356417,16.81612898,8.5,25.8,39.4,8.8,5,5.6,6.1,-4.417,"854,535",66.93290735
Maryland,Frederick,2019,0,4,4,MD,5.7,6.6,6.843311895,8.017694222,97730,102951,2.952788655,2.982444014,7.5,24.1,41.4,5.9,3.1,3.4,3.6,10.814,"271,717",86.75714129
Michigan,Kalamazoo,2019,1,3,4,MI,13.3,13.6,14.9468177,16.39626705,56511,56739,7.246775283,7.955850682,6.4,22,38.8,7.2,3.2,3.4,4,5.709,"261,670",78.02484282
Michigan,Kalamazoo,2021,0,4,4,MI,13.3,13.6,14.9468177,16.39626705,56511,56739,7.246775283,7.955850682,6.4,22,38.8,7.2,3.2,3.4,4,5.709,"261,670",78.02484282
Michigan,Muskegon,2020,0,4,4,MI,13.5,17.3,15.45826647,22.0759636,50854,50730,6.365663523,10.07054493,8.7,34,19.7,11.4,4.2,4.6,5.3,0.962,"175,824",66.13209174
Michigan,Muskegon,2021,1,3,4,MI,13.5,17.3,15.45826647,22.0759636,50854,50730,6.365663523,10.07054493,8.7,34,19.7,11.4,4.2,4.6,5.3,0.962,"175,824",66.13209174
Michigan,Saginaw,2019,1,3,4,MI,18.6,29,17.98721786,25.78358954,48000,48471,7.015613624,10.89289279,10.6,33.3,20.8,9.9,4.7,4.8,5.4,-4.665,"190,124",64.41933691
Michigan,Saginaw,2020,3,5,8,MI,18.6,29,17.98721786,25.78358954,48000,48471,7.015613624,10.89289279,10.6,33.3,20.8,9.9,4.7,4.8,5.4,-4.665,"190,124",64.41933691
Michigan,Saginaw,2021,3,6,9,MI,18.6,29,17.98721786,25.78358954,48000,48471,7.015613624,10.89289279,10.6,33.3,20.8,9.9,4.7,4.8,5.4,-4.665,"190,124",64.41933691
Mississippi,Grenada,2020,0,11,11,MS,20.3,28.3,21.06737503,33.07800847,40122,40561,10.77034533,20.29832695,19.2,27.8,21.3,7.2,5.1,4.4,4.7,-4.932,"21,629",68.73065015
Mississippi,Jackson,2019,1,3,4,MS,15.1,21.5,16.17674194,22.62048193,51657,53414,7.473067151,12.03012048,11.3,31.2,21.1,9.5,6.2,5.8,6.1,2.974,"143,252",73.38219027
Mississippi,Jackson,2020,3,19,22,MS,15.1,21.5,16.17674194,22.62048193,51657,53414,7.473067151,12.03012048,11.3,31.2,21.1,9.5,6.2,5.8,6.1,2.974,"143,252",73.38219027
Mississippi,Jackson,2021,3,3,6,MS,15.1,21.5,16.17674194,22.62048193,51657,53414,7.473067151,12.03012048,11.3,31.2,21.1,9.5,6.2,5.8,6.1,2.974,"143,252",73.38219027
Mississippi,Jackson,2022,1,3,4,MS,15.1,21.5,16.17674194,22.62048193,51657,53414,7.473067151,12.03012048,11.3,31.2,21.1,9.5,6.2,5.8,6.1,2.974,"143,252",73.38219027
Missouri,Cape Girardeau,2020,0,5,5,MO,14.6,17.8,16.37576047,18.87696319,53732,57618,6.79179618,5.900187981,9,31.2,31.5,5.2,2.9,2.8,3.5,3.916,"81,710",73.76910017
Montana,Missoula,2019,1,3,4,MT,11.8,11.3,14.27184466,13.66168009,54062,57279,6.007172221,4.33141542,4.4,21.7,43,6.3,3.3,3.4,3.7,9.257,"117,922",79.14285714
New Jersey,Camden,2019,1,3,4,NJ,10.7,15.3,12.23776713,17.4485791,70451,73168,5.479964399,8.072623012,11.3,29.5,32.5,10.1,3.9,4.5,5,-1.326,"523,485",78.28067455
New Jersey,Passaic,2021,0,5,5,NJ,13.3,20.4,15.69219976,24.69062311,69688,76039,6.589671585,10.7124891,16.3,34.5,28.2,12.6,4.2,4.9,5.6,-0.039,"524,118",79.27769214
New York,Albany,2020,1,10,11,NY,11.7,16,11.87364545,16.33430347,66252,69408,6.16660198,8.512090834,7.9,23,41.8,7.2,3.5,3.7,4.2,0.467,"314,848",76.91042321
New York,Albany,2021,3,20,23,NY,11.7,16,11.87364545,16.33430347,66252,69408,6.16660198,8.512090834,7.9,23,41.8,7.2,3.5,3.7,4.2,0.467,"314,848",76.91042321
New York,Bronx,2018,0,4,4,NY,26.2,36.5,28.00546438,39.18121638,40088,41470,12.479746,19.392755,27.2,27.9,20.1,16,5.3,5.6,6.2,2.228,"1,472,654",62.34776229
New York,Bronx,2019,0,5,5,NY,26.2,36.5,28.00546438,39.18121638,40088,41470,12.479746,19.392755,27.2,27.9,20.1,16,5.3,5.6,6.2,2.228,"1,472,654",62.34776229
New York,Bronx,2020,1,15,16,NY,26.2,36.5,28.00546438,39.18121638,40088,41470,12.479746,19.392755,27.2,27.9,20.1,16,5.3,5.6,6.2,2.228,"1,472,654",62.34776229
New York,Bronx,2021,3,19,22,NY,26.2,36.5,28.00546438,39.18121638,40088,41470,12.479746,19.392755,27.2,27.9,20.1,16,5.3,5.6,6.2,2.228,"1,472,654",62.34776229
New York,Bronx,2022,1,3,4,NY,26.2,36.5,28.00546438,39.18121638,40088,41470,12.479746,19.392755,27.2,27.9,20.1,16,5.3,5.6,6.2,2.228,"1,472,654",62.34776229
North Carolina,Durham,2020,0,8,8,NC,14,20.6,15.1727956,23.54379382,60958,65541,7.158770635,10.58094477,11.6,17.7,48.2,6.5,3.3,3.6,4.1,18.474,"324,833",72.29233593
North Carolina,Durham,2021,5,14,19,NC,14,20.6,15.1727956,23.54379382,60958,65541,7.158770635,10.58094477,11.6,17.7,48.2,6.5,3.3,3.6,4.1,18.474,"324,833",72.29233593
North Carolina,Durham,2022,2,2,4,NC,14,20.6,15.1727956,23.54379382,60958,65541,7.158770635,10.58094477,11.6,17.7,48.2,6.5,3.3,3.6,4.1,18.474,"324,833",72.29233593
North Carolina,Wilson,2020,0,5,5,NC,21.5,32.2,20.31365475,32.62242859,43877,42414,8.114438891,12.94746504,19.7,31.5,19.6,8.9,5.6,6.3,7.2,0.624,"78,784",63.95023328
Ohio,Sandusky,2020,1,3,4,OH,9.6,14.1,11.62258657,15.50777322,54089,58415,5.736767306,8.129012298,9.6,42.4,16.1,8.1,4.3,4.5,4.7,-3.888,"58,896",84.91189427
Oklahoma,Muskogee,2021,6,1,7,OK,22.7,32.6,21.05449999,29.39148318,43078,43392,9.566438747,15.92063876,14.7,34.4,20.4,6,3.7,3.8,4.8,-4.403,"66,339",63.00675676
Oklahoma,Tulsa,2018,0,4,4,OK,14.3,19.6,14.96025762,21.80340215,55517,57668,6.733584669,9.828025121,10.6,25.4,31.8,6.6,3,3.2,4,7.699,"669,279",77.51114336
Oklahoma,Tulsa,2019,2,2,4,OK,14.3,19.6,14.96025762,21.80340215,55517,57668,6.733584669,9.828025121,10.6,25.4,31.8,6.6,3,3.2,4,7.699,"669,279",77.51114336
Pennsylvania,Chester,2020,3,5,8,PA,5.9,6.3,6.435575197,7.301322956,100214,102233,3.05778602,2.995131319,6.4,20.8,53,6.4,3.2,3.3,3.7,5.014,"534,413",80.78251938
Pennsylvania,Erie,2021,2,3,5,PA,16.6,24.2,16.01534358,23.07892635,51529,51923,6.95749475,10.21042397,8.7,38.5,27.9,9.8,4.7,4.9,5.8,-3.943,"270,876",74.29079987
Pennsylvania,Lancaster,2021,0,4,4,PA,10.5,14.6,10.14961792,14.35568624,66056,67515,4.334190815,5.437771948,15,35.3,27.3,7.5,3.5,3.5,3.9,4.883,"552,984",84.60123725
Pennsylvania,Lebanon,2019,0,4,4,PA,10.4,15.5,10.81675108,16.54680858,60281,61560,4.792008174,7.766804104,12.8,44,20.7,7.9,4,3.9,4.2,6.082,"143,257",84.13654618
Pennsylvania,Philadelphia,2018,7,14,21,PA,23,31.6,24.34264305,34.83700904,45927,47598,11.44399349,16.86943879,15.3,32.6,29.7,12.4,5.6,5.7,6.3,3.65,"1,603,797",71.81937219
Pennsylvania,Philadelphia,2019,9,57,66,PA,23,31.6,24.34264305,34.83700904,45927,47598,11.44399349,16.86943879,15.3,32.6,29.7,12.4,5.6,5.7,6.3,3.65,"1,603,797",71.81937219
Pennsylvania,Philadelphia,2020,11,127,138,PA,23,31.6,24.34264305,34.83700904,45927,47598,11.44399349,16.86943879,15.3,32.6,29.7,12.4,5.6,5.7,6.3,3.65,"1,603,797",71.81937219
Pennsylvania,Philadelphia,2021,12,107,119,PA,23,31.6,24.34264305,34.83700904,45927,47598,11.44399349,16.86943879,15.3,32.6,29.7,12.4,5.6,5.7,6.3,3.65,"1,603,797",71.81937219
Pennsylvania,Philadelphia,2022,2,16,18,PA,23,31.6,24.34264305,34.83700904,45927,47598,11.44399349,16.86943879,15.3,32.6,29.7,12.4,5.6,5.7,6.3,3.65,"1,603,797",71.81937219
Rhode Island,Providence,2021,0,13,13,RI,14,20.3,15.22581597,21.68085911,58974,62165,6.076949558,8.480726324,14.2,31,29,10.2,3.9,4.4,4.8,1.767,"660,741",72.76329126
South Carolina,Abbeville,2019,3,1,4,SC,14.8,21.6,18.71943829,25.77523208,38741,46499,7.389141974,11.79142801,18.3,34,15.6,6.6,3.2,3.9,4.5,-3.163,"24,295",77.97783934
South Carolina,Aiken,2020,1,10,11,SC,12.5,19.3,14.93788219,22.13894574,51399,56824,6.892780316,10.89385475,12,32.8,26.4,5,2.8,3.3,4,6.428,"168,808",73.26242168
South Carolina,Aiken,2021,4,1,5,SC,12.5,19.3,14.93788219,22.13894574,51399,56824,6.892780316,10.89385475,12,32.8,26.4,5,2.8,3.3,4,6.428,"168,808",73.26242168
South Carolina,Allendale,2019,0,5,5,SC,30.2,46.9,25.0094304,41.70112227,27185,32147,13.9821451,25.63496751,20.2,45.9,9.2,9.4,5.1,5.6,6.8,-16.09,"8,039",46.21026895
South Carolina,Anderson,2020,1,3,4,SC,12.9,18.8,14.58224289,21.39998201,50865,54496,5.873025647,8.18267674,14.7,31.2,22.2,5.9,2.6,3.2,3.9,8.27,"203,718",78.45729227
South Carolina,Barnwell,2020,0,5,5,SC,24.9,38.5,28.14190645,46.43650313,35803,36675,13.09905683,25.92368262,20.2,35.4,12.5,7.4,4.1,4.7,5.9,-7.828,"20,589",64.60767947
South Carolina,Charleston,2020,0,4,4,SC,11.7,16.1,13.73781894,20.66197703,64022,70980,6.539629213,8.488417946,8.3,22.7,43.6,6.3,2.2,2.7,3.4,17.23,"408,235",77.56742739
South Carolina,Charleston,2021,1,9,10,SC,11.7,16.1,13.73781894,20.66197703,64022,70980,6.539629213,8.488417946,8.3,22.7,43.6,6.3,2.2,2.7,3.4,17.23,"408,235",77.56742739
South Carolina,Chester,2022,2,3,5,SC,17.7,25.7,19.64213348,27.40164048,42442,45400,8.410486611,13.8467955,17.9,39.3,13.4,8.9,4,4.8,6,-2.771,"32,294",60.22222222
South Carolina,Darlington,2021,0,4,4,SC,19.6,31.3,20.00121931,29.15734526,38448,44007,7.250308637,10.53487899,17.6,35.1,18.4,6.5,3.3,4,5.2,-2.779,"62,905",72.93007293
South Carolina,Dillon,2022,0,5,5,SC,26.8,35.2,32.58583052,45.69934641,30812,35483,10.63372362,11.47712418,24.7,39,11.1,6.1,4,4.7,5.6,-4.985,"28,292",61.12820513
South Carolina,Florence,2018,2,6,8,SC,17,23.9,18.41028638,25.9198616,47058,49770,8.372481856,12.60774198,15,32.9,23.6,5.6,2.8,3.6,4.4,0.841,"137,059",76.57089465
South Carolina,Florence,2020,0,4,4,SC,17,23.9,18.41028638,25.9198616,47058,49770,8.372481856,12.60774198,15,32.9,23.6,5.6,2.8,3.6,4.4,0.841,"137,059",76.57089465
South Carolina,Florence,2021,0,6,6,SC,17,23.9,18.41028638,25.9198616,47058,49770,8.372481856,12.60774198,15,32.9,23.6,5.6,2.8,3.6,4.4,0.841,"137,059",76.57089465
South Carolina,Greenville,2020,2,8,10,SC,10.7,14.8,11.45833965,15.32793243,60351,64399,5.058519053,6.743945531,12,23.8,35.1,5.7,2.4,2.9,3.6,15.65,"525,534",78.02418008
South Carolina,Greenville,2021,1,3,4,SC,10.7,14.8,11.45833965,15.32793243,60351,64399,5.058519053,6.743945531,12,23.8,35.1,5.7,2.4,2.9,3.6,15.65,"525,534",78.02418008
South Carolina,Greenwood,2018,0,5,5,SC,18,25.3,20.76952527,35.86137619,42336,43958,9.968783131,18.89126067,14.8,30.5,24.6,6.4,3,3.6,4.4,1.498,"69,351",65.25679758
South Carolina,Greenwood,2020,1,3,4,SC,18,25.3,20.76952527,35.86137619,42336,43958,9.968783131,18.89126067,14.8,30.5,24.6,6.4,3,3.6,4.4,1.498,"69,351",65.25679758
South Carolina,Greenwood,2021,3,1,4,SC,18,25.3,20.76952527,35.86137619,42336,43958,9.968783131,18.89126067,14.8,30.5,24.6,6.4,3,3.6,4.4,1.498,"69,351",65.25679758
South Carolina,Lancaster,2019,2,8,10,SC,11.8,15.3,13.43120656,18.80227844,58849,63842,5.649616824,9.088110022,14.1,29.9,26.9,6.9,3.2,3.7,4.6,27.336,"96,016",77.42647059
South Carolina,Lancaster,2020,1,4,5,SC,11.8,15.3,13.43120656,18.80227844,58849,63842,5.649616824,9.088110022,14.1,29.9,26.9,6.9,3.2,3.7,4.6,27.336,"96,016",77.42647059
South Carolina,Spartanburg,2018,0,6,6,SC,12.9,18.2,14.03970366,21.34162023,52332,55588,6.157143048,9.828546935,14.3,29.3,24.5,6.6,2.5,3.1,4,12.311,"327,997",71.6786927
South Carolina,Spartanburg,2021,4,6,10,SC,12.9,18.2,14.03970366,21.34162023,52332,55588,6.157143048,9.828546935,14.3,29.3,24.5,6.6,2.5,3.1,4,12.311,"327,997",71.6786927
South Carolina,Sumter,2019,2,6,8,SC,17.8,25.8,18.71902731,27.15107407,45661,49611,7.046406208,10.23985601,14.5,30.8,19.3,6.8,3.2,4,5.1,-0.823,"105,556",73.04935208
South Carolina,Sumter,2020,3,1,4,SC,17.8,25.8,18.71902731,27.15107407,45661,49611,7.046406208,10.23985601,14.5,30.8,19.3,6.8,3.2,4,5.1,-0.823,"105,556",73.04935208
Tennessee,Jackson,2018,1,4,5,TN,17.1,23.8,19.19244887,29.60652591,35207,41749,7.60356581,12.95585413,21.8,44.6,11,8,4.6,4.7,5.3,1.385,"11,617",53.25
Tennessee,Jackson,2020,0,8,8,TN,17.1,23.8,19.19244887,29.60652591,35207,41749,7.60356581,12.95585413,21.8,44.6,11,8,4.6,4.7,5.3,1.385,"11,617",53.25
